,Sentiment,SentimentText,SentimentLema,SentimentStem
7476,0,<MENTION> goodone & you didnt tell me,goodone not tell,goodone not tel
7477,1,<MENTION> thanks for the retweet!,thank retweet,thank retweet
7478,0,<MENTION>. ive moved inside now coz its a bit warm is tonight the bgt finale?,MENTION>. have move inside coz bite warm tonight bgt finale,mention>. have move inside coz bite warm tonight bgt final
7479,1,<MENTION> guilty as charged...it is my burden,guilty charge ... burden,guilty charge ... burden
7480,1,<MENTION> so are we,,
7481,1,<MENTION> thats very nice.,s nice,s nice
7482,0,<MENTION> do NF tweets count?,NF tweet count,nf tweet count
7483,0,can't sleep -_- this sucks eggs and bacon! I'm suppose to get up early to,sleep -_- suck egg bacon suppose early,sleep -_- suck egg bacon suppose ear
7484,1,*is happy to be home since Friday*,happy home Friday,happy home friday
7485,1,"<MENTION> Well, you're also hilarious...this just clinches it (Like me taking up smokin').<HASHTAG> No really, you go girl.",hilarious ... clinch Like take smokin').<HASHTAG girl,hilarious ... clinch like take smokin').<hashtag girl
7486,1,<MENTION> that's good to hear! Can't wait to hear some masterpieces from the both of u,good hear wait hear masterpiece u,good hear wait hear masterpiece u
7487,0,<MENTION> june 20 i dont even know if you'll get to see it,june 20 not know,june 20 not know
7488,0,<MENTION> ps they went out of bizz-nass,ps go bizz nass,ps go bizz nass
7489,1,<MENTION> well i feel dat if he was fighting wid u its bad... but if he is ur true frnd he'll come back to u..... dats frndship....,feel dat fight wid u bad ... ur true frnd come u ..... dats frndship ....,feel dat fight wid u bad ... ur true frnd come u ..... dats frndship ....
7490,1,"<MENTION> No this is not redirects, this is just updating posts on our website massage.dk .. next item => publish, next item => pulish",redirect update post website massage.dk .. item publish item pulish,redirect update post website massage.dk .. item publish item pulish
7491,0,<MENTION> duh!! and lollerscoots @ your foot,duh lollerscoots foot,duh lollerscoots foot
7492,1,<MENTION> just added more sponteneity to yr tweets,add sponteneity yr tweet,add sponteneity yr tweet
7493,1,"<MENTION> im average height, wear average size lol in school for nursing and a lioness...rawr i hope cat went to sleep",be average height wear average size lol school nurse lioness ... rawr hope cat go sleep,be average height wear average size lol school nurse lioness ... rawr hope cat go sleep
7494,1,<MENTION> i just signed up too! was going to a while ago but i couldnt find my visa. Shipping Sweden $22.22... UGH! :S I gotta move..,sign go ago not find visa Shipping Sweden 22.22 ... UGH S get to ..,sign go ago not find visa shipping sweden 22.22 ... ugh s get to ..
7495,0,morning already...,morning ...,morning ...
7496,1,"<MENTION> Sure I saw evidence of range even in few I saw e.g., DDLJ - Asoka. No doubt he can really act but not sure it matters",Sure see evidence range see e.g. DDLJ Asoka doubt act sure matter,sure see evidence range see e.g. ddlj asoka doubt act sure matt
7497,1,...and welcome to<MENTION><MENTION><MENTION><MENTION>,... welcome MENTION><MENTION><MENTION><MENTION,... welcome mention><mention><mention><ment
7498,0,"<MENTION> No, not yet. I think it's over cuz my dad had the same thing. Still, I won't lie, I'm starving",think cuz dad thing will lie starve,think cuz dad thing will lie starv
7499,1,<MENTION> appreciate the follow. Enjoy your words,appreciate follow Enjoy word,appreciate follow enjoy word
7500,0,<MENTION> they fucked up the princess by making it a proper stage so there's no stair anymore but mosh shorts it is,fuck princess make proper stage stair anymore mosh short,fuck princess make proper stage stair anymore mosh short
7501,0,<MENTION> my phone just disconnected or something. idk,phone disconnect idk,phone disconnect idk
7502,1,<MENTION> unbelievable but I used PSPvintage warmer for mastering. Kinda nice since it does gives tunes an amount of power in an odd way,unbelievable PSPvintage warm master Kinda nice give tune power odd way,unbelievable pspvintage warm master kinda nice give tune power odd way
7503,1,<MENTION> haha I'm not dissing the film. I bet it was hilarious. Just saying..its ignorant to say its the funniest. TOO MANY factors,haha dis film bet hilarious say .. ignorant funny factor,haha dis film bet hilarious say .. ignorant funny factor
7504,0,"<MENTION> That's not fair. I've been to the gym every morning and eaten MUCH less, and only lost 3lbs",fair gym morning eat lose 3lbs,fair gym morning eat lose 3lb
7505,1,<MENTION> Looks really cool! Reminds me of something i'd play at Dave and Busters,Looks cool Reminds play Dave Busters,looks cool reminds play dave bust
7506,1,<MENTION> Sweetheart you can walk into my house anytime you'd like. Everyone else does. Haha.,Sweetheart walk house anytime like Haha,sweetheart walk house anytime like haha
7507,1,<MENTION> that sounds like a fantastic day,sound like fantastic day,sound like fantastic day
7508,0,"=- What? the Crossing is never coming out, too? Damn IT. this year sucks for games.",Crossing come Damn year suck game,crossing come damn year suck gam
7509,1,<MENTION> great,great,great
7510,0,...? ..frustrated?,... .. frustrate,... .. frustrat
7511,0,i just received my G8 viola exam.. and its... well... .. disappointing.. :\..,receive G8 viola exam .. ... ... .. disappoint .. ..,receive g8 viola exam .. ... ... .. disappoint .. ..
7512,1,<MENTION>,,
7513,0,<MENTION> we miss you Aubrey!!!!,miss Aubrey,miss aubrey
7514,1,"<MENTION> ohh beeehave, vey nice Got some of those bees nesting under a flower box in the garden. Nice to see them around",ohh beeehave vey nice Got bee nest flower box garden Nice,ohh beeehave vey nice got bee nest flower box garden nic
7515,0,<MENTION> I'm jelous that you're there and I'm not tell everyone I said hi,jelous tell say hello,jelous tell say hello
7516,0,<MENTION> Don't wan give me no food,wan food,wan food
7517,1,<MENTION> Take an umbrella!!! It can't be gorgeous out there for long in pommyland!,umbrella gorgeous long pommyland,umbrella gorgeous long pommyland
7518,0,<MENTION> yeah..too bad yaar!!,yes .. bad yaar,yes .. bad yaar
7519,0,"<MENTION> Awesome!! lol, I wanna watch season 1,2,3,4 & 5 bc i havn't seen most of those!!","Awesome lol wanna watch season 1,2,3,4 5 bc havn't see","awesome lol wanna watch season 1,2,3,4 5 bc havn't se"
7520,1,<MENTION> DON'T WORRY DEAR YOU DID FINE. Oh by the way I have no credit but was mighty chuffed to receive your text!,DON'T WORRY DEAR FINE Oh way credit mighty chuffed receive text,don't worry dear fine oh way credit mighty chuffed receive text
7521,0,..and my jaw hurts. Stupid wisdom teeth.,.. jaw hurt Stupid wisdom tooth,.. jaw hurt stupid wisdom tooth
7522,1,<MENTION> None of your lies Mr Millier... Hill of Grace needs something a bit fancier than my humble fare...,lie Mr Millier ... Hill Grace need bite fancy humble fare ...,lie mr millier ... hill grace need bite fancy humble fare ...
7523,1,<MENTION> sounds delish thanks for the sweet photography compliment! next race is a marathon in SF!! october!!,sound delish thank sweet photography compliment race marathon SF october,sound delish thank sweet photography compliment race marathon sf octob
7524,1,<MENTION><MENTION> if you need help with the hebrew give a holler. I see you're a local. I'm in Scarsdale...,MENTION><MENTION need help hebrew holler local Scarsdale ...,mention><mention need help hebrew holler local scarsdale ...
7525,0,<HASHTAG> i think im bleeding.,think be bleed,think be ble
7526,0,<MENTION> no do you think i should? Ha,think Ha,think ha
7527,1,<MENTION> Hey thanks for the tip! Someone's gone to the store for me so they're gonna see if they can find it,Hey thank tip go store go to find,hey thank tip go store go to find
7528,1,<MENTION> you sent a link 2 San Francisco Guide was that your intention? (first photo published somewhere other than Flickr...),send link 2 San Francisco Guide intention photo publish Flickr ...,send link 2 san francisco guide intention photo publish flickr ...
7529,0,last day of school....,day school ....,day school ....
7530,1,"<MENTION> iPhone, but maybe OSX soon in the future too",iPhone maybe OSX soon future,iphone maybe osx soon futur
7531,1,<MENTION> Every little thing is getting better,little thing get well,little thing get wel
7532,1,"<MENTION> ah, would if I could! Funds are very low-but you of course are on my list of go-to people!",ah Funds low course list people,ah funds low course list peopl
7533,0,<MENTION> Boo!!! Have to move again That sucks!,Boo suck,boo suck
7534,0,...don't like it when people hang up on me,... like people hang,... like people hang
7535,0,"<MENTION> no.. I have to settle my comments page! anyway, thank you! ;)",.. settle comment page thank ;),.. settle comment page thank ;)
7536,1,"<MENTION> love your linproducts comp entry, really made me laugh",love linproducts comp entry laugh,love linproducts comp entry laugh
7537,1,"<MENTION> And as an output, currently you can only export screenshots of a page or all pages. I'm working on something better.",output currently export screenshots page page work well,output currently export screenshots page page work wel
7538,1,<MENTION> are you shooting something,shoot,shoot
7539,0,<MENTION> I hope she's okay *Hugs*,hope okay Hugs,hope okay hug
7540,1,<MENTION> :p Yes. Later. Rest well if you can,:p Yes Later Rest,:p yes later rest
7541,0,<HASHTAG> .0 first impressions rather slow a bit buggy <URL>,.0 impression slow bite buggy,.0 impression slow bite buggi
7542,1,"<MENTION> Does not compute. Or rather, exceeds my poxy knowledge of Windows",compute exceed poxy knowledge Windows,compute exceed poxy knowledge window
7543,1,<MENTION> Who are you talking about?,talk,talk
7544,1,"<MENTION> ha, that's so true",ha true,ha tru
7545,0,<MENTION> sorry i'm at home wishing i could call my boyfriend but he threw his phone in his washer,sorry home wish boyfriend throw phone washer,sorry home wish boyfriend throw phone wash
7546,0,<MENTION> naaaaaaaaaao se vÃÂ¡! please,naaaaaaaaaao se vÃÂ ¡,naaaaaaaaaao se vãâ ¡
7547,0,<MENTION> y didn't u come across da street 2day,y u come da street 2day,y u come da street 2day
7548,1,"'select /*+ ALL_ROWS */ * from Table' A new way to do Queries... outstanding performance, Oracle is more than a DataBase now",select /*+ ALL_ROWS Table new way Queries ... outstanding performance Oracle DataBase,select /*+ all_rows table new way queries ... outstanding performance oracle databas
7549,1,<MENTION> You show as much 'skin' as possible in an interview. Wear the skirt. It will put you 'in control' of the interview.,skin possible interview Wear skirt control interview,skin possible interview wear skirt control interview
7550,0,"<HASHTAG> <HASHTAG> <URL> 'VidZone - Free streaming music videos coming soon to PLAYSTATIONÃÂ®3' schÃÂ¶n wÃÂ¤re es, aber nicht fÃÂ¼r schweizer",VidZone Free stream music video come soon PLAYSTATIONÃÂ ® 3 schÃÂ¶n wÃÂ¤re es aber nicht fÃÂ¼r schweizer,vidzone free stream music video come soon playstationãâ ® 3 schãâ¶n wãâ¤re es aber nicht fãâ¼r schw
7551,1,<MENTION> Mhehehe the best way to end<HASHTAG>,Mhehehe well way end,mhehehe well way end
7552,0,<MENTION>. I soo wanted to be,MENTION>. soo want,mention>. soo w
7553,1,<MENTION> Huwooow . Daydreaming for what ? Or for who? Hahaha . Miss you .,Huwooow Daydreaming Hahaha Miss,huwooow daydreaming hahaha miss
7554,0,<MENTION> no you aren't... umm... I like Disney toons.,... umm ... like Disney toon,... umm ... like disney toon
7555,1,<MENTION> yep one more week Knight,yep week Knight,yep week knight
7556,0,<MENTION> Meh. It was an interview for the college journal I co-edited. Turns out they didn't need me.,Meh interview college journal co edit Turns need,meh interview college journal co edit turns ne
7557,0,<MENTION> oh no.. poor thing get well soon! xox xox,oh .. poor thing soon xox xox,oh .. poor thing soon xox xox
7558,1,<MENTION> Na. I think he's from Palmerston North.,Na think Palmerston North,na think palmerston north
7559,1,<MENTION> thank you!! I keep clicking.. and then I want to buy the ruffle purse.. ee,thank click .. want buy ruffle purse .. ee,thank click .. want buy ruffle purse .. e
7560,1,<MENTION> We're working on it mate!,work mate,work mat
7561,0,<MENTION> me neither. shit that's sad. he was one of the good guys thanks for posting that.,shit sad good guy thank post,shit sad good guy thank post
7562,1,"<MENTION> Mr banks. You are a very bad man. I need to talk to you later, i'll dm when i get home",Mr bank bad man need talk late dm home,mr bank bad man need talk late dm hom
7563,1,<MENTION> hai bash! im new in this haha,hai bash be new haha,hai bash be new haha
7564,1,'why can't it be by rannie raymundo' that is... thanks lhen for the idea *singing* <URL>,rannie raymundo ... thank lhen idea singe,rannie raymundo ... thank lhen idea sing
7565,0,..wishes that i could go to bamboozle.,.. wish bamboozle,.. wish bamboozl
7566,1,"<MENTION> You're a great Dad! My parents never missed a recital, performance or game Have a wonderful time",great Dad parent miss recital performance game wonderful time,great dad parent miss recital performance game wonderful tim
7567,0,"<MENTION> we'll blast the CD on the way there! ;) btw, u never gave me my copy hahahaha.",blast CD way ;) btw u give copy hahahaha,blast cd way ;) btw u give copy hahahaha
7568,1,"<MENTION> im from London, we all love wizards here",be London love wizard,be london love wizard
7569,1,"<MENTION> my dogs r the sweetest, espacially Target. He's a teddy bear.",dog r sweet espacially Target teddy bear,dog r sweet espacially target teddy bear
7570,0,<MENTION> My crappy phone just died. 3 bars to nothing in 1 go. Even more wanting to go home,crappy phone die 3 bar 1 want home,crappy phone die 3 bar 1 want hom
7571,1,"<HASHTAG> LOSTIvewatched the series a lot of times, andIm a fan of. Read that a lot too. Memory is good when exercised. = ...",LOSTIvewatched series lot time andIm fan Read lot Memory good exercise ...,lostivewatched series lot time andim fan read lot memory good exercise ...
7572,1,"<MENTION> Offffff course I would, silly! I'm just messing with you, Ali!",Offffff course silly mess Ali,offffff course silly mess ali
7573,0,<MENTION><MENTION>; and he is nooooooot a happy camper right now,MENTION><MENTION nooooooot happy camper right,mention><mention nooooooot happy camper right
7574,1,<MENTION> Alright! I call being between CJ and Steve!,Alright CJ Steve,alright cj stev
7575,0,<MENTION> u never got back to me about the internship/Job thing and you never said if you liked the banner i made<HASHTAG>,u get internship Job thing say like banner,u get internship job thing say like bann
7576,1,<MENTION> hey ben um i hope you wright me back i'm new to this thing so if you can help me out thanks,hey ben um hope wright new thing help thank,hey ben um hope wright new thing help thank
7577,0,eh must leave New Mexico and soon!,eh leave New Mexico soon,eh leave new mexico soon
7578,1,"<MENTION> Apologies for being slow in realising, but i just found out you sing as well as act,you r truely,SUPER TALENTED! God bless",Apologies slow realise find sing act r truely SUPER TALENTED God bless,apologies slow realise find sing act r truely super talented god bless
7579,1,<MENTION> heehee - where did the tweet love come from all of a sudden?,heehee tweet love come sudden,heehee tweet love come sudden
7580,0,<MENTION> Heey Binkie did you ever see that picture I drew of you? I worked hard on it!,Heey Binkie picture draw work hard,heey binkie picture draw work hard
7581,0,<MENTION> No fog. I'm jealous I tried two days straight to shoot the golden gate clear and sunny this past weekend. No luck,fog jealous try day straight shoot golden gate clear sunny past weekend luck,fog jealous try day straight shoot golden gate clear sunny past weekend luck
7582,1,<MENTION> That is a LOT of strawberry and rhubarb? Sale or garden?,LOT strawberry rhubarb Sale garden,lot strawberry rhubarb sale garden
7583,1,<MENTION> you're welcome,welcome,welcom
7584,1,<HASHTAG> hello squarespace! my monday is being a drag right now...how is your monday?,hello squarespace monday drag right ... monday,hello squarespace monday drag right ... monday
7585,0,.........I hate washing my hair myself,......... hate wash hair,......... hate wash hair
7586,1,<MENTION> welcome. i can see the roommate spats continue over into twitterverse.,welcome roommate spat continue twitterverse,welcome roommate spat continue twittervers
7587,0,"<MENTION> You never burn, you tan which is poop cos you make the rest of us look albino",burn tan poop co rest look albino,burn tan poop co rest look albino
7588,1,<MENTION> lol! You're doing much better now,lol well,lol wel
7589,1,"<MENTION> so excited about the house!!! you want any help setting up moving or decorating, i'm there xx",excite house want help set move decorate xx,excite house want help set move decorate xx
7590,0,"<MENTION> Hey girly, Jaden is being bitch to me she wont talk to me anymore.",Hey girly Jaden bitch will not talk anymore,hey girly jaden bitch will not talk anymor
7591,0,<MENTION> Yaaay for the nap. I want one Stupid hot weather.,Yaaay nap want Stupid hot weather,yaaay nap want stupid hot weath
7592,1,<MENTION>) Note to self..gotta get me that hand! Sure would the cherry in the Tequilla Sunrise *grin. Did I get this quote wrong?,Note self .. gotta hand Sure cherry Tequilla Sunrise grin quote wrong,note self .. gotta hand sure cherry tequilla sunrise grin quote wrong
7593,1,<MENTION> actually I am pretty lazy on that drying part. Usually just towel dry and clip up when I am in a rush. Most days,actually pretty lazy dry Usually towel spin-dry clip rush day,actually pretty lazy dry usually towel spin-dry clip rush day
7594,0,"<MENTION> U b respondin2sum wack shit sometimes shorty!! I know u can't get<MENTION>, but damn I get mad luv frm every1 but u!",U b respondin2sum wack shit shorty know u damn mad luv frm every1 u,u b respondin2sum wack shit shorty know u damn mad luv frm every1 u
7595,0,thanks for wishes guys,thank wish guy,thank wish guy
7596,0,"<MENTION> My stepkids....boy 3, girl 10...and then an 'unofficial' boy who's close enough to my stepson who's 6. I miss them!",stepkids .... boy 3 girl 10 ... unofficial boy close stepson 6 miss,stepkids .... boy 3 girl 10 ... unofficial boy close stepson 6 miss
7597,1,<MENTION> <URL> meeting you today made my day,meet today day,meet today day
7598,0,<MENTION> Wow man that's so cool I only got 8 I think it's time to get serious and start referring!,Wow man cool get 8 think time start refer,wow man cool get 8 think time start ref
7599,1,<HASHTAG> this is the BEST POST EVER. UNF<MENTION> <URL>,BEST POST UNF,best post unf
7600,1,"<MENTION> LMAO -- thanks for that Andrew, er I mean Hershey!",LMAO -- thank Andrew er mean Hershey,lmao -- thank andrew er mean hershey
7601,1,<MENTION> ---from East thing was a joke !!! ha ha,---from East thing joke ha ha,---from east thing joke ha ha
7602,0,"<MENTION> oh no, I'm sure we could swap it down here",oh sure swap,oh sure swap
7603,0,<HASHTAG> come soon.. progress pic.. <URL> hasn't moved much since 25th,come soon .. progress pic .. move 25th,come soon .. progress pic .. move 25th
7604,1,<MENTION> taking 70-291 to complete my MCSA,take 70 291 complete MCSA,take 70 291 complete mcsa
7605,1,<MENTION> good..stay up like Viagra PAUSE,good .. stay like Viagra PAUSE,good .. stay like viagra paus
7606,1,<MENTION> yeah yeah hence why this dress will be packed when I go to my high school reunion in September,yes yes dress pack high school reunion September,yes yes dress pack high school reunion septemb
7607,1,<MENTION> It's all in the thumb!!!,thumb,thumb
7608,1,<MENTION> nothing wrong with that. I'm hanging out by the pool,wrong hang pool,wrong hang pool
7609,0,<MENTION> I am lost. Please help me find a good home.,lose help find good home,lose help find good hom
7610,1,<MENTION> awesome. See you there,awesome,awesom
7611,1,<MENTION> How is my favorite one? Still kicking? Power is back again?,favorite kick Power,favorite kick pow
7612,0,this bit in camp rock always makes me upset..<3,bite camp rock make upset .. <3,bite camp rock make upset .. <3
7613,0,How do I make my headache go away?,headache away,headache away
7614,1,"<MENTION> LOL, they are the best!",LOL well,lol wel
7615,1,<MENTION> Hit the trail!!! GO GO GO!!! think about how good you feel after your run!!!,Hit trail think good feel run,hit trail think good feel run
7616,1,"<MENTION> How r u going??? I have a bottle of red, a lovely heater and masterchef going... mmmm",r u go bottle red lovely heater masterchef go ... mmmm,r u go bottle red lovely heater masterchef go ... mmmm
7617,0,<MENTION> US Airways again?? Oh no...,Airways Oh ...,airways oh ...
7618,1,"<MENTION> Easy. Put on a mask. Hack. Even though the cameras record you, no one can do jackshit",Easy mask Hack camera record jackshit,easy mask hack camera record jackshit
7619,0,<MENTION> uh oh.....bad news?,uh oh ..... bad news,uh oh ..... bad new
7620,1,<MENTION> well at least you're not in swine flu central,swine flu central,swine flu centr
7621,1,<MENTION> Good Night dude. I'll catch with ya tomorrow.. Got a lot to bitch about my college,Good Night dude catch you tomorrow .. Got lot bitch college,good night dude catch you tomorrow .. got lot bitch colleg
7622,0,"at the hosp, waiting on my taxi. Been waitin over 30 mins now. Can't believe i'm crying :/",hosp wait taxi waitin 30 min believe cry :/,hosp wait taxi waitin 30 min believe cry :/
7623,0,<MENTION> ouch! I feel bad for replying to a trending topic now. but mucho love for you.,ouch feel bad reply trend topic mucho love,ouch feel bad reply trend topic mucho lov
7624,1,<MENTION> what would? Steve,Steve,steve
7625,1,<MENTION> I'll give you hugs and kisses xxxxxxxxxxxxxxxxxxxxxx,hug kiss xxxxxxxxxxxxxxxxxxxxxx,hug kiss xxxxxxxxxxxxxxxxxxxxxx
7626,1,"<MENTION> Hey fellow mental missy I am indeed, had such a nice bath and now sitting in the sun! You poppet? Xxxx",Hey fellow mental missy nice bath sit sun poppet Xxxx,hey fellow mental missy nice bath sit sun poppet xxxx
7627,0,"<MENTION> so cuuute! hey, i miss you na! its not the same not seeing you girls everyday",cuuute hey miss na see girl everyday,cuuute hey miss na see girl everyday
7628,0,"<MENTION> i feel even worse, i feel sick and headachey and can hardly move how was the tech run?",feel wrong feel sick headachey hardly tech run,feel wrong feel sick headachey hardly tech run
7629,0,<MENTION> raining in the midlands too,rain midlands,rain midland
7630,1,"<MENTION> Thanks, you too It's a beautiful day. Great morning for ride down the ocean road with the top down",Thanks beautiful day Great morning ride ocean road,thanks beautiful day great morning ride ocean road
7631,1,<MENTION> How are you doing this fine Tuesday morning?,fine Tuesday morning,fine tuesday morn
7632,0,<MENTION> - i just saw have to go now but will try again when I get back...in meantime-,see try ... meantime-,see try ... meantime-
7633,1,<MENTION> your welcome an its not like pink panther an their is singing but its still good,welcome like pink panther singe good,welcome like pink panther singe good
7634,0,<MENTION> chased that up today and none left in the country through us,chase today leave country,chase today leave countri
7635,1,<MENTION> >set up facebook for Gizmo and have her look for him and friend him: Pookie Cat,set facebook Gizmo look friend Pookie Cat,set facebook gizmo look friend pookie cat
7636,1,"<MENTION> wow.<MENTION> is very, very cool!! Thnx for the recommendation",wow.<MENTION cool Thnx recommendation,wow.<mention cool thnx recommend
7637,1,'And now there's a gun..' Such awesome lines this week.,gun .. awesome line week,gun .. awesome line week
7638,1,<MENTION> and thank you so much Always a pleasure,thank pleasure,thank pleasur
7639,0,<MENTION> I thought that about 10 min ago. I can't eat cheese,think 10 min ago eat cheese,think 10 min ago eat chees
7640,1,<MENTION> Hey Andrew! Will you follow me?,Hey Andrew follow,hey andrew follow
7641,0,<MENTION> who is taylor and selena? why poor?,taylor selena poor,taylor selena poor
7642,1,<MENTION> we are with tweetie they have something called twitlonger,tweetie call twitlonger,tweetie call twitlong
7643,1,<MENTION> not unless you own one,,
7644,1,<MENTION> have u guys done bohemian rhapsody for a cover tune grab bag? if not that wld be an awesome one to do,u guy bohemian rhapsody cover tune grab bag wld awesome,u guy bohemian rhapsody cover tune grab bag wld awesom
7645,0,<MENTION> Only once for me,,
7646,1,<MENTION> yea I really wanna see a win for him at daytona,yea wanna win daytona,yea wanna win daytona
7647,0,"<MENTION> Reaaalllly? Yaaayy, finally!! I miss her",Reaaalllly Yaaayy finally miss,reaaalllly yaaayy finally miss
7648,0,<MENTION> mines a bowl of cereal and the late local news,mine bowl cereal late local news,mine bowl cereal late local new
7649,1,: cant wait for church today,not wait church today,not wait church today
7650,0,<MENTION> coz LVATT is not out here yet and he is mean..lmao gays??,coz LVATT mean .. lmao gay,coz lvatt mean .. lmao gay
7651,1,"<MENTION> Am having one made tomorrow, sistah. Based on your say-so<HASHTAG>",tomorrow sistah Based,tomorrow sistah bas
7652,1,<MENTION> Brats to throw on the grill? What...are the children misbehaving *that* badly?,Brats throw grill ... child misbehave badly,brats throw grill ... child misbehave bad
7653,1,"<MENTION> Happy Birthday, Michelle.",Happy Birthday Michelle,happy birthday michell
7654,0,"<MENTION> talking to Rita and Gen on yahoo messenger, and getting mad at my dial up, omg dial up, help lol",talk Rita Gen yahoo messenger get mad dial omg dial help lol,talk rita gen yahoo messenger get mad dial omg dial help lol
7655,1,<MENTION> relaxing at home now im working at a factory where manufactures puzzles like pokemon ones and other stuff. not so bad...lol,relax home be work factory manufacture puzzle like pokemon one stuff bad ... lol,relax home be work factory manufacture puzzle like pokemon one stuff bad ... lol
7656,1,...... cannot wait till after exams! OMG i will like part-ay everyday!!! woooooooooooooh! on my DSi!,...... wait till exam OMG like ay everyday woooooooooooooh DSi,...... wait till exam omg like ay everyday woooooooooooooh dsi
7657,1,"<MENTION> hahaha!! it's *my* idea, my hashtag!! i stole it from a pub in Fortitude Valley<HASHTAG>",hahaha idea hashtag steal pub Fortitude Valley,hahaha idea hashtag steal pub fortitude valley
7658,1,<MENTION> telling me too much info ! haha make sure ur following him & tell folks to follow though Pwease we gotta make em as popular as us,tell info haha sure ur follow tell folk follow Pwease get to -PRON- popular,tell info haha sure ur follow tell folk follow pwease get to -pron- popular
7659,0,<MENTION> I get jealous of guys who bulk up-sounds like the fun part of a regime. Bulking up is NEVER on the cards with me,jealous guy bulk sound like fun regime Bulking card,jealous guy bulk sound like fun regime bulking card
7660,1,"<MENTION> Hey, welcome to twitter Im off to skl so ttul x",Hey welcome twitter be skl ttul x,hey welcome twitter be skl ttul x
7661,1,<MENTION> a few hours more and then chicken rice awaits,hour chicken rice await,hour chicken rice await
7662,0,<MENTION>- Is it too late to say I'm sorry?,MENTION>- late sorry,mention>- late sorri
7663,1,"<MENTION> um, no. (has any windows box stay up for 18 days?) my mac...",um window box stay 18 day mac ...,um window box stay 18 day mac ...
7664,1,'Ooh-ooh... it's SHINY'. An dmore awe-tastic quotes from THE BEST ANIMATED MOVIE EVER coming up,Ooh ooh ... SHINY dmore awe tastic quote BEST ANIMATED MOVIE come,ooh ooh ... shiny dmore awe tastic quote best animated movie com
7665,1,<MENTION> so happy maybe it was the same one it made my day,happy maybe day,happy maybe day
7666,1,"<MENTION><MENTION> i will also take a look at it.... just like the other 'tips' i just got, thanks",MENTION><MENTION look .... like tip get thank,mention><mention look .... like tip get thank
7667,1,"<MENTION> u could come to MD. i have a top bunk, but im not selfish.",u come MD bunk be selfish,u come md bunk be selfish
7668,0,<MENTION> me too!!!!!,,
7669,1,<MENTION> I shall google CentralWoods. I can be jolly persuasive so shall have a word with 'boss' Have an most excellent day,shall google CentralWoods jolly persuasive shall word boss excellent day,shall google centralwoods jolly persuasive shall word boss excellent day
7670,1,<MENTION> Hey when you gon come visit Philander i'm going to need you to start plannin that trip,Hey gon come visit Philander go need start plannin trip,hey gon come visit philander go need start plannin trip
7671,0,<MENTION> i dont even remember what hyperbole means (i wonder if there's a twitter definition check)<MENTION>?<MENTION>?,not remember hyperbole mean wonder twitter definition check)<MENTION>?<MENTION,not remember hyperbole mean wonder twitter definition check)<mention>?<ment
7672,1,i wish i had my tablet pen :c...,wish tablet pen c ...,wish tablet pen c ...
7673,1,<HASHTAG> <MENTION><MENTION><MENTION><MENTION><MENTION> why? just because!,MENTION><MENTION><MENTION><MENTION><MENTION,mention><mention><mention><mention><ment
7674,0,<MENTION> Yeah too good to be true I guess,Yeah good true guess,yeah good true guess
7675,1,<MENTION> u didn't invite me i wouldve come,u invite have come,u invite have com
7676,0,<MENTION> Oh well NO love for Toronto I guess,Oh love Toronto guess,oh love toronto guess
7677,1,<MENTION> they were printed but they got left in the box of tricks<HASHTAG>,print get leave box trick,print get leave box trick
7678,1,"<MENTION> Oh man, yes! I love Paula Deen. That woman holds nothing back in her recipes!",Oh man yes love Paula Deen woman hold recipe,oh man yes love paula deen woman hold recip
7679,1,<MENTION> LOL it's overcast but otherwise ok. I'm tired but otherwise ok,LOL overcast okay tire okay,lol overcast okay tire okay
7680,0,<MENTION> Ima Be in New York June 9th till july 2nd then ima be in La. where u guys from?,be New York June 9th till july 2nd be Louisiana u guy,be new york june 9th till july 2nd be louisiana u guy
7681,0,*Reading The Five Orange pips to take mind of scary thunder*,Reading Orange pip mind scary thunder,reading orange pip mind scary thund
7682,1,"<MENTION> oooh exciting id love ya to do a wee song wit mutya buena, go on go on",oooh excite would love you wee song wit mutya buena,oooh excite would love you wee song wit mutya buena
7683,1,"<MENTION> i'm going to do that library thing, though, for the book i really wanted. i might do it NOW! j",go library thing book want j,go library thing book want j
7684,1,"& & , we bought sandals/shoes! yellow, white and I forgot the other one. Thanks for the birthday money, mama/auntie!",buy sandal shoe yellow white forget Thanks birthday money mama auntie,buy sandal shoe yellow white forget thanks birthday money mama aunti
7685,1,<MENTION> I'm just impressed that you're impressed.,impress impress,impress impress
7686,0,<MENTION> sorry honey. I think u need some TLC. I made it home.,sorry honey think u need TLC home,sorry honey think u need tlc hom
7687,1,<MENTION><MENTION><MENTION><MENTION> thanks for doing the signing today cant wait for the show tomorrow,MENTION><MENTION><MENTION><MENTION thank sign today not wait tomorrow,mention><mention><mention><mention thank sign today not wait tomorrow
7688,1,"'But Mikey baby is the man of the moment.' Random line from Trainspotting, my newest book. Yay.",Mikey baby man moment Random line Trainspotting new book Yay,mikey baby man moment random line trainspotting new book yay
7689,1,<HASHTAG> every time my cat looks at kitty porn on the pc roflmao,time cat look kitty porn pc roflmao,time cat look kitty porn pc roflmao
7690,1,"<MENTION> lol Tim. btw, hope you were not referring to my tweets!",lol Tim btw hope refer tweet,lol tim btw hope refer tweet
